Kaliko's Hawaiian Kitchen - Lightning VIP,Lightning VIP,Add On,Add Pork,,None,None,7.00
Kaliko's Hawaiian Kitchen - Lightning VIP,Lightning VIP,Add On,Add Ahi,,None,None,9.00
Kaliko's Hawaiian Kitchen - Lightning VIP,Lightning VIP,Add On,Add Mango,,None,None,3.00
Kaliko's Hawaiian Kitchen - Lightning VIP,Lightning VIP,Add On,Add Egg,,None,None,3.00
Senor Corn - Lightning,Lightning,Breakfast Burrito,Sunrise Burrito,"Flour tortilla filled with scrambled eggs, potatoes, shredded cheese, pico de gallo and salsa",Vegetarian,,18.00
Senor Corn - Lightning,Lightning,Burrito,SC Lighting - BRC,"Flour tortilla filled with pinto beans, rice, cheese and salsa",Vegetarian,,17.00
Senor Corn - Lightning,Lightning,Quesadilla,Quesadilla,Flour tortilla filled with cheese,Vegetarian,,16.00
Senor Corn - Lightning,Lightning,Nachos,Nana's Nachos,"Corn tortilla chips, nacho cheese, beans, sour cream, salsa and jalapenos",Vegetarian,Gluten-Free,17.00
Senor Corn - Lightning,Lightning,Tacos,Tacos,"2 corn tortilla tacos filled with choice of meat, pico de gallo and salsa with a side of chips",Gluten-Free,,17.00
Senor Corn - Lightning,Lightning,Corn,Street Corn,"Grilled corn with butter, mayo, parmesean, tajin and lime",Vegetarian,,11.00
Senor Corn - Lightning,Lightning,Cucumbers,Fresh Cucumbers,"Chilled cucumbers, sliced with tajin and lime",Vegetarian,,10.00
Senor Corn - Lightning,Lightning,Chips and Salsa,Chips and Salsa,Bowl of corn tortilla chips and salsa,Vegetarian,Gluten-Free,10.00
Stay Cheesy,Lightning,Grilled Cheese,The O.G.,"Sourdough, yellow cheddar, white cheddar, swiss",Vegetarian,,17.00
Stay Cheesy,Lightning,Grilled Cheese,The Caprese,"Sourdough, mozzarella, tomato, pesto, basil",Vegetarian,,18.00
Stay Cheesy,Lightning,Grilled Cheese,The Artisan,"Sourdough, mozzarella, provolone, garlic, artichokes, red peppers",Vegetarian,,18.00
Stay Cheesy,Lightning,Cheese Burger,The Cheese Burger,"Sourdough, yellow cheddar, white cheddar, swiss, onions hamburger patty, ",None,,22.00
Stay Cheesy,Lightning,Grilled Cheese,The Brekky,"Breakfast grilled cheese, w hashbrowns, bacon and egg",None,,21.00
Stay Cheesy,Lightning,Grilled Cheese,The Brekky (v),Breakfast grilled cheese w hashbrown and egg,None,,20.00
Stay Cheesy,Lightning,Bowl,SC - Breakfast Bowl,"Breakfast bowl with cheese, w hashbrowns, bacon and egg",None,,18.00
Stay Cheesy,Lightning,Sides,Tater Tots,Salted Tater Tots,Vegetarian,,10.00
Stay Cheesy,Lightning,Sides,Cheese Tots,Tater tots with housemade cheese sauce,Vegetarian,,15.00
Stay Cheesy,Lightning,Sides,Fried Pickles,Fried Pickles,None,,10.00
